UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
39,44991,"Sydney, New South Wales",08-03-2020,"1/25 Part 1 - Why does soap work so well on the SARS-CoV-2, the coronavirus and indeed most viruses? Because it is a self-assembled nanoparticle in which the weakest link is the lipid (fatty) bilayer. A two part thread about soap, viruses and supramolecular chemistry #COVID19 https://t.co/OCwqPjO5Ht",Negative,"['1/25', 'Part', '1', '-', 'Why', 'does', 'soap', 'work', 'so', 'well', 'on', 'the', 'SARS-CoV-2', ',', 'the', 'coronavirus', 'and', 'indeed', 'most', 'viruses', '?', 'Because', 'it', 'is', 'a', 'self-assembled', 'nanoparticle', 'in', 'which', 'the', 'weakest', 'link', 'is', 'the', 'lipid', '(', 'fatty', ')', 'bilayer', '.', 'A', 'two', 'part', 'thread', 'about', 'soap', ',', 'viruses', 'and', 'supramolecular', 'chemistry', '#', 'COVID19', 'https', ':', '//t.co/OCwqPjO5Ht']","1/25 Part 1 - soap work well SARS-CoV-2, coronavirus indeed viruses? self-assembled nanoparticle weakest link lipid (fatty) bilayer. two part thread soap, viruses supramolecular chemistry #COVID19 https://t.co/OCwqPjO5Ht"
40,44992,Socially Distanced in NC,08-03-2020,"Thread: Please STOP shaming folks who stock up on food and personal care products ahead of #CoronaVirus #COVID19. #Trump made it clear that he doesnt care and wont help, so theyre protecting their families their way. Its a tiny bit of mastery and control in terrifying times. https://t.co/12eMup9mtA",Extremely Positive,"['Thread', ':', 'Please', 'STOP', 'shaming', 'folks', 'who', 'stock', 'up', 'on', 'food', 'and', 'personal', 'care', 'products', 'ahead', 'of', '#', 'CoronaVirus', '#', 'COVID19', '.', '#', 'Trump', 'made', 'it', 'clear', 'that', 'he', 'doesn\x92t', 'care', 'and', 'won\x92t', 'help', ',', 'so', 'they\x92re', 'protecting', 'their', 'families', 'their', 'way', '.', 'It\x92s', 'a', 'tiny', 'bit', 'of', 'mastery', 'and', 'control', 'in', 'terrifying', 'times', '.', 'https', ':', '//t.co/12eMup9mtA']","Thread: Please STOP shaming folks stock food personal care products ahead #CoronaVirus #COVID19. #Trump made clear doesnt care wont help, theyre protecting families way. Its tiny bit mastery control terrifying times. https://t.co/12eMup9mtA"
41,44993,"Michigan, USA",09-03-2020,"For those thinking #seniors #disabled &amp; #vets shouldnt be included in any @realDonaldTrump aid package because of #Covid_19 #coronavirus check prices on antibacterial soaps, disinfectant safer transportation other than crowded city busses list goes on @SenStabenow @RashidaTlaib",Positive,"['For', 'those', 'thinking', '#', 'seniors', '#', 'disabled', '&', 'amp', ';', '#', 'vets', 'shouldn\x92t', 'be', 'included', 'in', 'any', '@', 'realDonaldTrump', 'aid', 'package', 'because', 'of', '#', 'Covid_19', '#', 'coronavirus', 'check', 'prices', 'on', 'antibacterial', 'soaps', ',', 'disinfectant', 'safer', 'transportation', 'other', 'than', 'crowded', 'city', 'busses', 'list', 'goes', 'on', '@', 'SenStabenow', '@', 'RashidaTlaib']","thinking #seniors #disabled &amp; #vets shouldnt included @realDonaldTrump aid package #Covid_19 #coronavirus check prices antibacterial soaps, disinfectant safer transportation crowded city busses list goes @SenStabenow @RashidaTlaib"
42,44994,Pennsylvania,09-03-2020,"So far 36 Pennsylvanians have reached out to my Office to report inflated prices on everything from disinfectant spray to liquid soap.
 
Price gouging like this isnt just wrong, its illegal. Keep your emails coming: pricegouging@attorneygeneral.gov #coronavirus",Negative,"['So', 'far', '36', 'Pennsylvanians', 'have', 'reached', 'out', 'to', 'my', 'Office', 'to', 'report', 'inflated', 'prices', 'on', 'everything', 'from', 'disinfectant', 'spray', 'to', 'liquid', 'soap', '.', 'Price', 'gouging', 'like', 'this', 'isn\x92t', 'just', 'wrong', ',', 'it\x92s', 'illegal', '.', 'Keep', 'your', 'emails', 'coming', ':', 'pricegouging', '@', 'attorneygeneral.gov', '#', 'coronavirus']","far 36 Pennsylvanians reached Office report inflated prices everything disinfectant spray liquid soap. Price gouging like isnt wrong, its illegal. Keep emails coming: pricegouging@attorneygeneral.gov #coronavirus"
43,44995,Kolkata?? and Dhaka??,09-03-2020,"Global stock markets continued their bear run as #DowJones and S&amp;P500 plunged as they opened on Monday. Plunge was largely on the back of the 30% overnight slump in #CrudeOil prices, along with the persistent concerns over the impact of #CoronaVirus on the global #economy.",Neutral,"['Global', 'stock', 'markets', 'continued', 'their', 'bear', 'run', 'as', '#', 'DowJones', 'and', 'S', '&', 'amp', ';', 'P500', 'plunged', 'as', 'they', 'opened', 'on', 'Monday', '.', 'Plunge', 'was', 'largely', 'on', 'the', 'back', 'of', 'the', '30', '%', 'overnight', 'slump', 'in', '#', 'CrudeOil', 'prices', ',', 'along', 'with', 'the', 'persistent', 'concerns', 'over', 'the', 'impact', 'of', '#', 'CoronaVirus', 'on', 'the', 'global', '#', 'economy', '.']","Global stock markets continued bear run #DowJones S&amp;P500 plunged opened Monday. Plunge largely back 30% overnight slump #CrudeOil prices, along persistent concerns impact #CoronaVirus global #economy."
44,44996,"Washington, D.C.",09-03-2020,Scammers are taking advantage of fears surrounding the #Coronavirus. Here are some tips to help you keep scammers at bay: https://t.co/Yt892bgnBu #COVID2019 https://t.co/kmILU80H6h,Positive,"['Scammers', 'are', 'taking', 'advantage', 'of', 'fears', 'surrounding', 'the', '#', 'Coronavirus', '.', 'Here', 'are', 'some', 'tips', 'to', 'help', 'you', 'keep', 'scammers', 'at', 'bay', ':', 'https', ':', '//t.co/Yt892bgnBu', '#', 'COVID2019', 'https', ':', '//t.co/kmILU80H6h']",Scammers taking advantage fears surrounding #Coronavirus. tips help keep scammers bay: https://t.co/Yt892bgnBu #COVID2019 https://t.co/kmILU80H6h
45,44997,"Burnaby, British Columbia",09-03-2020,"Are you doing business in international markets? This @ExportDevCanada webinar will show you how to navigate todays exporting challenges and rising commodity prices due to the COVID-19 virus.

https://t.co/pDBUlOnAEI",Positive,"['Are', 'you', 'doing', 'business', 'in', 'international', 'markets', '?', 'This', '@', 'ExportDevCanada', 'webinar', 'will', 'show', 'you', 'how', 'to', 'navigate', 'today\x92s', 'exporting', 'challenges', 'and', 'rising', 'commodity', 'prices', 'due', 'to', 'the', 'COVID-19', 'virus', '.', 'https', ':', '//t.co/pDBUlOnAEI']",business international markets? @ExportDevCanada webinar show navigate todays exporting challenges rising commodity prices due COVID-19 virus. https://t.co/pDBUlOnAEI
46,44998,"Manhattan, NY",09-03-2020,"For those in gig economy who only earn if ppl are going out, we can immediately process refunds for 2019 Earned Income Tax Credit or Child Tax Credit - or they can borrow against 2020 credits. That cash can help make ends meet until normal consumer behavior returns #coronavirus",Extremely Positive,"['For', 'those', 'in', 'gig', 'economy', 'who', 'only', 'earn', 'if', 'ppl', 'are', 'going', 'out', ',', 'we', 'can', 'immediately', 'process', 'refunds', 'for', '2019', 'Earned', 'Income', 'Tax', 'Credit', 'or', 'Child', 'Tax', 'Credit', '-', 'or', 'they', 'can', 'borrow', 'against', '2020', 'credits', '.', 'That', 'cash', 'can', 'help', 'make', 'ends', 'meet', 'until', 'normal', 'consumer', 'behavior', 'returns', '#', 'coronavirus']","gig economy earn ppl going out, immediately process refunds 2019 Earned Income Tax Credit Child Tax Credit - borrow 2020 credits. cash help make ends meet normal consumer behavior returns #coronavirus"
47,44999,"Colorado, USA",09-03-2020,"I have instructed that insurance companies make COVID-19 testing free. This important step will help ensure cost barriers do not stand in the way of people getting tested. 

Read more: https://t.co/0VrdDfNPay https://t.co/9JdaVZw7ai",Extremely Positive,"['I', 'have', 'instructed', 'that', 'insurance', 'companies', 'make', 'COVID-19', 'testing', 'free', '.', 'This', 'important', 'step', 'will', 'help', 'ensure', 'cost', 'barriers', 'do', 'not', 'stand', 'in', 'the', 'way', 'of', 'people', 'getting', 'tested', '.', 'Read', 'more', ':', 'https', ':', '//t.co/0VrdDfNPay', 'https', ':', '//t.co/9JdaVZw7ai']",instructed insurance companies make COVID-19 testing free. important step help ensure cost barriers stand way people getting tested. Read more: https://t.co/0VrdDfNPay https://t.co/9JdaVZw7ai
48,45000,"Washington, DC",09-03-2020,The oil prices dipping has absolutely nothing to do with #COVID2019 it has everything to do with #OPEC talks collapsing and Saudi feuding with Russia. Celebrate and calm the hell down.. weirdos.,Extremely Negative,"['The', 'oil', 'prices', 'dipping', 'has', 'absolutely', 'nothing', 'to', 'do', 'with', '#', 'COVID2019', 'it', 'has', 'everything', 'to', 'do', 'with', '#', 'OPEC', 'talks', 'collapsing', 'and', 'Saudi', 'feuding', 'with', 'Russia', '.', 'Celebrate', 'and', 'calm', 'the', 'hell', 'down', '..', 'weirdos', '.']",oil prices dipping absolutely nothing #COVID2019 everything #OPEC talks collapsing Saudi feuding Russia. Celebrate calm hell down.. weirdos.
49,45001,United States,09-03-2020,"Global stocks plummeted today due to fear surrounding #COVID2019 and falling oil prices, which saw the biggest one-day drop since the 1991 Gulf War.

Let's look at how the major stock indices have been reacting to the news, based on their closing values. https://t.co/fV7IehqaDo",Extremely Negative,"['Global', 'stocks', 'plummeted', 'today', 'due', 'to', 'fear', 'surrounding', '#', 'COVID2019', 'and', 'falling', 'oil', 'prices', ',', 'which', 'saw', 'the', 'biggest', 'one-day', 'drop', 'since', 'the', '1991', 'Gulf', 'War', '.', 'Let', ""'s"", 'look', 'at', 'how', 'the', 'major', 'stock', 'indices', 'have', 'been', 'reacting', 'to', 'the', 'news', ',', 'based', 'on', 'their', 'closing', 'values', '.', 'https', ':', '//t.co/fV7IehqaDo']","Global stocks plummeted today due fear surrounding #COVID2019 falling oil prices, saw biggest one-day drop since 1991 Gulf War. Let's look major stock indices reacting news, based closing values. https://t.co/fV7IehqaDo"
50,45002,#NoNazis?? kaspum zaháv,09-03-2020,"The beginning of a  global recession!

#Coronavirus damaging health crisis?
#oil prices falling down?
US stocks falling down?
7% drop this morning &amp; trading halt?
#migration crisis at the EU borders 
#housingCrisis &amp; skyrocketing rents. Tenants are losing 50% of income?
#Q*",Extremely Negative,"['The', 'beginning', 'of', 'a', 'global', 'recession', '!', '#', 'Coronavirus', 'damaging', 'health', 'crisis', '?', '#', 'oil', 'prices', 'falling', 'down', '?', 'US', 'stocks', 'falling', 'down', '?', '7', '%', 'drop', 'this', 'morning', '&', 'amp', ';', 'trading', 'halt', '?', '#', 'migration', 'crisis', 'at', 'the', 'EU', 'borders', '#', 'housingCrisis', '&', 'amp', ';', 'skyrocketing', 'rents', '.', 'Tenants', 'are', 'losing', '50', '%', 'of', 'income', '?', '#', 'Q', '*']",beginning global recession! #Coronavirus damaging health crisis? #oil prices falling down? US stocks falling down? 7% drop morning &amp; trading halt? #migration crisis EU borders #housingCrisis &amp; skyrocketing rents. Tenants losing 50% income? #Q*
51,45003,Australia,09-03-2020,"@7NewsSydney @ScottMorrisonMP Some Factors have bought on the recession 1)Ignoring per-capita recession, 2)wage growth stagnant 3)Consumer debt levels are through the roof 4) casualized work! These changes in the economy are driven by government not #co",Extremely Negative,"['@', '7NewsSydney', '@', 'ScottMorrisonMP', 'Some', 'Factors', 'have', 'bought', 'on', 'the', 'recession', '1', ')', 'Ignoring', 'per-capita', 'recession\x92', ',', '2', ')', 'wage', 'growth', 'stagnant', '3', ')', 'Consumer', 'debt', 'levels', 'are', 'through', 'the', 'roof', '4', ')', 'casualized', 'work', '!', 'These', 'changes', 'in', 'the', 'economy', 'are', 'driven', 'by', 'government', 'not', '#', 'co']","@7NewsSydney @ScottMorrisonMP Factors bought recession 1)Ignoring per-capita recession, 2)wage growth stagnant 3)Consumer debt levels roof 4) casualized work! changes economy driven government #co"
52,45004,USA|EUROPE|ASIA|GLOBAL??,09-03-2020,"Cuomo press conference...
New York is releasing new brand of state made had sanitizer prices from $0.80¢ - $6 a gallon!
#CoronaVirusUpdates #Corona #CoronavirusOutbreak #virus #COVID2019 #COVID19 #NYC

https://t.co/9jhElBwElZ",Neutral,"['Cuomo', 'press', 'conference', '...', 'New', 'York', 'is', 'releasing', 'new', 'brand', 'of', 'state', 'made', 'had', 'sanitizer', 'prices', 'from', '$', '0.80¢', '-', '$', '6', 'a', 'gallon', '!', '#', 'CoronaVirusUpdates', '#', 'Corona', '#', 'CoronavirusOutbreak', '#', 'virus', '#', 'COVID2019', '#', 'COVID19', '#', 'NYC', 'https', ':', '//t.co/9jhElBwElZ']",Cuomo press conference... New York releasing new brand state made sanitizer prices $0.80¢ - $6 gallon! #CoronaVirusUpdates #Corona #CoronavirusOutbreak #virus #COVID2019 #COVID19 #NYC https://t.co/9jhElBwElZ
53,45005,Colorado,09-03-2020,"Ignore online offers for #vaccinations. There currently are no vaccines, pills, potions, lotions, lozenges or other prescription or over-the-counter products available to treat or cure #Coronavirus disease 2019 (COVID-19)  online or in stores.

@FTC tips: https://t.co/Sqbf4LHB8H https://t.co/DX5po1KDqi",Negative,"['Ignore', 'online', 'offers', 'for', '#', 'vaccinations', '.', 'There', 'currently', 'are', 'no', 'vaccines', ',', 'pills', ',', 'potions', ',', 'lotions', ',', 'lozenges', 'or', 'other', 'prescription', 'or', 'over-the-counter', 'products', 'available', 'to', 'treat', 'or', 'cure', '#', 'Coronavirus', 'disease', '2019', '(', 'COVID-19', ')', '\x97', 'online', 'or', 'in', 'stores', '.', '@', 'FTC', 'tips', ':', 'https', ':', '//t.co/Sqbf4LHB8H', 'https', ':', '//t.co/DX5po1KDqi']","Ignore online offers #vaccinations. currently vaccines, pills, potions, lotions, lozenges prescription over-the-counter products available treat cure #Coronavirus disease 2019 (COVID-19)  online stores. @FTC tips: https://t.co/Sqbf4LHB8H https://t.co/DX5po1KDqi"
54,45006,"Cambridgeshire, UK",09-03-2020,"If you are lucky enough to be sitting at home with enough food to get you through a period of self-isolation, please consider donating to the @TrussellTrust to help those who couldn't stock up even if they wanted to. #TrussellTrust #foodbanks #coronavirus #COVID19",Extremely Positive,"['If', 'you', 'are', 'lucky', 'enough', 'to', 'be', 'sitting', 'at', 'home', 'with', 'enough', 'food', 'to', 'get', 'you', 'through', 'a', 'period', 'of', 'self-isolation', ',', 'please', 'consider', 'donating', 'to', 'the', '@', 'TrussellTrust', 'to', 'help', 'those', 'who', 'could', ""n't"", 'stock', 'up', 'even', 'if', 'they', 'wanted', 'to', '.', '#', 'TrussellTrust', '#', 'foodbanks', '#', 'coronavirus', '#', 'COVID19']","lucky enough sitting home enough food get period self-isolation, please consider donating @TrussellTrust help stock even wanted to. #TrussellTrust #foodbanks #coronavirus #COVID19"
55,45007,earth,09-03-2020,"@thehill Americans need to take it upon themselves to help avoid contracting covid-19.
Prep to self quarantine for 2 wks.
Stop unnecessary travel or crowd gatherings.
Talk to your employer about how to proceed w/o harm to your career.
Plan for sch",Extremely Negative,"['@', 'thehill', 'Americans', 'need', 'to', 'take', 'it', 'upon', 'themselves', 'to', 'help', 'avoid', 'contracting', 'covid-19', '.', 'Prep', 'to', 'self', 'quarantine', 'for', '2', 'wks', '.', 'Stop', 'unnecessary', 'travel', 'or', 'crowd', 'gatherings', '.', 'Talk', 'to', 'your', 'employer', 'about', 'how', 'to', 'proceed', 'w/o', 'harm', 'to', 'your', 'career', '.', 'Plan', 'for', 'sch']",@thehill Americans need take upon help avoid contracting covid-19. Prep self quarantine 2 wks. Stop unnecessary travel crowd gatherings. Talk employer proceed w/o harm career. Plan sch
56,45008,?? ???? ?????? . ??? ???? ???,09-03-2020,"@realDonaldTrump Separate Table of US Corna Virus Statistics.
 Very high stats of corona virus.
 US Government's Inability to Control Corona Virus.
 High Price Disinfectant Gel in USA High price of mask in USA. 
Food prices are rising day by day",Negative,"['@', 'realDonaldTrump', 'Separate', 'Table', 'of', 'US', 'Corna', 'Virus', 'Statistics', '.', 'Very', 'high', 'stats', 'of', 'corona', 'virus', '.', 'US', 'Government', ""'s"", 'Inability', 'to', 'Control', 'Corona', 'Virus', '.', 'High', 'Price', 'Disinfectant', 'Gel', 'in', 'USA', 'High', 'price', 'of', 'mask', 'in', 'USA', '.', 'Food', 'prices', 'are', 'rising', 'day', 'by', 'day']",@realDonaldTrump Separate Table US Corna Virus Statistics. high stats corona virus. US Government's Inability Control Corona Virus. High Price Disinfectant Gel USA High price mask USA. Food prices rising day day
57,45009,"Texas, USA",10-03-2020,"#ToiletPaper shortage ??
Don't believe everything you see on TV! My Costco just now....,.#CoronaVirus https://t.co/FDviKzgFwd",Negative,"['#', 'ToiletPaper', 'shortage', '?', '?', 'Do', ""n't"", 'believe', 'everything', 'you', 'see', 'on', 'TV', '!', 'My', 'Costco', 'just', 'now', '....', ',', '.', '#', 'CoronaVirus', 'https', ':', '//t.co/FDviKzgFwd']","#ToiletPaper shortage ?? believe everything see TV! Costco now....,.#CoronaVirus https://t.co/FDviKzgFwd"
58,45010,"Western Australia, Australia",10-03-2020,"Come on guys, please be like bob!

#COVID2019 #panicbuying #coronavirus https://t.co/kMly3zNynR",Positive,"['Come', 'on', 'guys', ',', 'please', 'be', 'like', 'bob', '!', '#', 'COVID2019', '#', 'panicbuying', '#', 'coronavirus', 'https', ':', '//t.co/kMly3zNynR']","Come guys, please like bob! #COVID2019 #panicbuying #coronavirus https://t.co/kMly3zNynR"
59,45011,London,10-03-2020,"If you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider, if it has been cancelled due to #Coronavirus.

Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA

#COVID19 https://t.co/kMHJehS2JH",Positive,"['If', 'you', 'have', 'booked', 'a', 'ticket', 'to', 'an', 'event', 'as', 'part', 'of', 'a', 'package', 'holiday', 'you', 'will', 'be', 'offered', 'an', 'alternative', 'or', 'a', 'refund', 'by', 'your', 'travel', 'provider', ',', 'if', 'it', 'has', 'been', 'cancelled', 'due', 'to', '#', 'Coronavirus', '.', 'Check', 'ABTA', ""'s"", 'consumer', 'Q', '&', 'amp', ';', 'A', 'at', ':', 'https', ':', '//t.co/oUB4MNmrNA', '#', 'COVID19', 'https', ':', '//t.co/kMHJehS2JH']","booked ticket event part package holiday offered alternative refund travel provider, cancelled due #Coronavirus. Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA #COVID19 https://t.co/kMHJehS2JH"
